"System_ID","Year","Total_hospital_beds","Admissions","Inpatient_Days","Surgical_operations_inpatient","Emergency_room_visits","Other_outpatient_visits_non_ER","Surgical_operations_outpatient","Total_outpatient_visits","Total_Medicaid_days","Total_Medicaid_discharges","Total_Medicare_days","Total_Medicare_discharges","Physicians_and_dentists_FT","Total_personnel_FT","Total_Physicians_NE","Total_Physicians_TE","Total_Physicians_TG","Total_Physicians_TC","Total_Physicians_TP","All_Physicians","Hospitals"
"5990192",2016,4365,183775,948847,44273,779958,2338338,76447,3118296,164936,32854,471895,87034,221,19237,3088,199,2046,92,5894,11540,24
"5990193",2011,5095,257690,1155514,58307,1112903,1966058,107017,3078961,289178,65920,560967,112465,143,22637,3737,279,1073,51,7794,13077,18
"5990193",2012,5927,282131,1256283,66721,1175217,2098653,110799,3273870,334687,77427,607509,122826,145,23903,2552,508,1291,434,7693,12623,20
"5990194",2011,4373,255331,1076512,105954,709823,2998942,83655,3708765,228404,53622,532232,116466,365,20977,447,1637,277,3,2364,5093,23
"5990194",2012,4329,243062,1023801,92294,732056,3065251,80550,3797307,209472,50835,476087,103009,29,20152,1278,684,516,341,5898,8746,23
"5990194",2013,4376,227895,1008680,60966,672843,2879715,107151,3552558,197186,43546,475421,101382,153,20688,5331,1956,2175,395,9858,19868,24
"5990194",2014,5104,253603,1180368,65585,748693,2920681,105177,3669374,307330,64263,529491,105162,39,24764,5228,2379,3554,203,11364,22767,27
"5990194",2015,5201,245886,1171968,56541,1004698,2741492,92933,3746190,326491,65995,543679,106301,729,26214,6345,3157,4082,122,13706,28141,29
"5990194",2016,4909,231158,1114136,49797,647272,2889783,99590,3537055,315334,65692,525816,99781,733,26523,5821,3435,3809,428,13493,27719,28
"5990197",2011,1301,64652,306042,17328,267124,1317581,30186,1584705,50313,10652,157266,30179,12,6983,1052,308,430,652,2953,5407,8
"5990197",2012,1312,64559,308401,17410,276396,1342706,30172,1619102,47998,9675,155933,29501,23,6996,970,314,313,596,2707,4923,8
"5990197",2013,1365,63384,297829,17428,270064,1365573,36938,1635637,52496,9732,148157,28797,21,6584,1887,93,392,13,2415,4821,8
"5990197",2014,1536,73890,344238,20369,325987,1390560,43190,1716547,65341,12532,188317,34950,45,7685,2207,111,454,194,2966,5977,9
"5990197",2015,1539,75166,346182,20353,350373,1454729,46048,1805102,69847,13063,177831,35719,30,7668,2120,152,441,197,3405,6345,10
"5990197",2016,1383,64712,301549,15779,314528,1407620,45020,1722148,59092,13329,145304,31975,16,6924,1883,104,2370,24,4381,8778,10
"5990198",2011,15989,712172,3822911,208674,2436771,11781712,373739,14218483,821721,120657,1829731,328904,1468,68497,21559,3145,5523,475,32745,64915,78
"5990198",2012,18751,834304,4362234,236439,3007531,13586262,420536,16593793,892374,137354,2080049,391399,1710,80071,13489,3873,2985,638,29472,52167,103
"5990198",2013,18755,818471,4331102,211993,3066000,13749266,385277,16815266,740072,129976,2163106,385923,1616,77535,12715,2565,3132,205,29318,49551,102
"5990198",2014,18656,791501,4251182,204370,3086042,13221855,395297,16307897,858320,138599,2057157,356231,1831,78916,12594,2245,3617,237,29686,50210,106
"5990198",2015,18582,830518,4356295,201825,3322169,15505921,402145,18828090,829940,153532,2135585,386487,1814,80063,12234,2436,4022,165,30728,51399,108
"5990198",2016,19692,862505,4473923,215431,3405670,15503949,432810,18909619,956388,169647,2190089,404185,1488,80196,14819,2849,4712,526,32708,57102,111
"5990199",2011,1238,60825,336688,19862,150315,851994,32115,1002309,57238,9646,190165,32165,67,6094,389,442,963,609,2403,4873,5
"5990199",2012,2205,76805,462638,26838,294481,1178809,50409,1473290,81980,12041,257493,40701,165,9668,792,173,1478,598,3041,6247,8
"5990199",2013,2158,73002,458122,25567,282572,1150002,48824,1432574,81252,11330,250608,38377,159,9521,687,1302,238,18,2232,4636,8
"5990199",2014,2138,82755,435814,28885,275005,1214969,50008,1489974,66564,11957,251541,44765,137,9194,1243,1588,420,1,3461,6850,8
"5990199",2015,2104,85822,423776,29557,284592,1451721,55158,1736313,65817,12528,240811,45097,129,9154,1523,2312,324,156,4315,8759,8
"5990199",2016,2205,87155,483617,29797,295050,1055004,55115,1350054,70073,11968,255279,45596,116,9385,1220,2423,220,0,3863,7842,8
"5990200",2011,47,4033,16190,474,2495,6684,1622,9179,961,367,11388,2419,3,257,0,0,0,0,0,3,1
"5990201",2011,3389,131944,637188,27990,520320,862396,51133,1382716,156580,34851,290093,52443,45,10861,702,22,423,306,1462,2960,18
"5990201",2012,3612,137228,652734,28288,564549,868778,46008,1433327,165502,34815,307525,57009,56,10841,1646,25,682,941,2796,6146,19
"5990201",2013,2962,113647,546234,20504,444536,696519,40950,1141055,132042,28511,262557,47973,49,9192,1476,21,593,286,2597,5022,16
"5990201",2014,2931,110773,532585,21545,492197,731349,44103,1223546,142104,34516,254265,46482,47,9626,1630,16,1040,294,3212,6239,17
"5990201",2015,2723,102759,494855,20052,486324,714824,41632,1201148,127928,28424,227188,41371,39,9209,1453,5,847,294,2884,5522,16
"5990206",2011,125,3354,33867,9,0,39063,62,39063,9928,868,8188,763,5,276,0,0,0,0,0,5,1
"5990206",2012,125,3463,34284,8,0,39102,53,39102,10109,915,8577,773,6,278,0,0,0,0,0,6,1
"5990208",2011,50,1195,4582,83,14542,50354,1596,64896,273,103,3577,845,0,226,4,0,0,0,4,8,2
"5990208",2012,50,1240,4822,74,13963,44336,1440,58299,259,101,3905,932,0,241,14,0,0,0,14,28,2
"5990212",2011,3405,156794,865763,57650,421552,5240792,119038,5662344,95290,16945,465942,76462,2265,33129,1168,2205,2639,862,6874,16013,11
"5990212",2012,3564,157454,874500,55619,456565,5661922,133729,6118487,103877,17959,474608,77940,2279,34394,1059,5352,2672,3210,7109,21681,11
"5990212",2013,3539,157086,858882,57395,476142,6090156,144790,6566298,101305,18202,459202,77037,2474,35757,955,5673,2846,3383,7420,22751,11
"5990212",2014,3578,152532,844857,55560,497681,6368642,137086,6866323,127401,23687,446385,73738,2415,34207,1227,4110,238,2961,8536,19487,11
"5990212",2015,3855,171994,936903,60194,611338,6789128,140594,7400466,157714,31152,492765,82322,2506,37175,939,7305,464,997,9705,21916,13
"5990212",2016,4946,183760,978068,60216,692894,7524672,146568,8217566,169710,32659,514705,88097,2644,42444,2002,8282,607,59,10950,24544,15
"5990213",2011,777,36917,194443,10575,134027,206032,18077,340059,42489,8142,93241,17531,0,3517,239,3,349,25,616,1232,2
"5990213",2012,746,37654,200451,10166,136035,221087,17759,357122,44179,7968,97128,18043,0,3814,212,2,392,27,633,1266,2
"5990213",2013,736,39196,205016,10591,139824,240961,21290,380785,47159,8409,98489,19007,0,3941,176,2,442,14,634,1268,2
"5990213",2014,760,39358,205756,11743,139833,235660,23333,375493,47036,8469,98814,19387,0,3965,152,2,453,15,622,1244,2
"5990213",2015,760,40293,212480,12088,144795,256699,23496,401494,48088,8169,103323,20108,0,4091,136,0,519,5,660,1320,2
"5990213",2016,753,42322,225054,13605,164097,319136,25881,483233,49299,7988,104751,20665,0,4275,166,0,496,5,667,1334,2
"5990214",2011,988,48821,269349,9963,56800,313757,18766,370557,67568,9133,104691,20943,86,3780,0,0,0,0,0,86,5
"5990214",2012,1050,46346,267029,10163,62299,343145,18175,405444,62831,9241,104630,19047,94,3886,0,0,0,0,0,94,5
"5990214",2013,1054,44859,260142,8841,48438,273866,18002,322304,69628,9467,98702,18269,100,4102,0,0,0,0,0,100,5
"5990214",2014,991,40350,214226,6936,99691,176342,17165,276033,64641,8884,83918,15392,54,3391,0,2,3,8,13,80,5
"5990214",2015,848,33882,201776,5614,110936,124643,12547,235579,58257,7366,76399,12373,22,3114,0,0,0,0,289,311,4
"5990214",2016,842,34866,202378,5534,86557,183328,12304,269885,57541,7628,78096,12597,46,3610,0,0,0,0,0,46,4
"5990216",2011,2028,96539,541510,28599,332867,843270,40722,1176137,171965,27780,215080,38147,938,13728,931,258,339,177,2988,5631,10
"5990216",2012,2045,106101,545421,34480,397389,990429,43120,1387818,143576,25995,238359,43109,1094,15183,1290,261,499,117,3367,6628,10
"5990216",2013,2409,121624,632718,38757,492536,874321,59052,1366857,148151,27873,293304,51585,1117,17082,1306,346,414,123,3237,6543,12
"5990216",2014,2526,114854,600880,37646,486958,1062161,51942,1549120,139579,25997,283234,48425,1128,19763,1327,400,427,42,3244,6568,12
"5990216",2015,2255,110007,631171,36829,448822,1238297,54687,1687119,149715,24450,308153,52348,435,15941,1296,411,830,14,2711,5697,12
"5990216",2016,2479,120949,681456,41180,603586,4114421,61986,4718007,182580,30762,312746,53820,167,18133,703,436,883,10,4247,6446,14
"5990217",2011,1545,70396,372123,16774,271253,601384,24878,872637,94541,15690,182538,30473,10,9999,388,26,762,114,1447,2747,10
"5990217",2012,1262,71692,364802,17282,298588,615717,26321,914305,94086,15497,179131,31387,10,9707,235,57,1252,99,1800,3453,10
"5990217",2013,1200,61196,342874,16874,265100,494499,20299,759599,90055,15460,171014,29702,6,8203,331,58,1181,92,1927,3595,9
"5990217",2014,1175,55932,330389,16138,260963,364121,18484,625084,94358,15480,168369,28159,2,7797,225,105,710,650,1950,3642,8
"5990217",2015,1246,56394,325462,16053,273948,370410,18222,644358,91203,14651,166245,29102,2,7590,208,152,811,756,2212,4141,8
"5990217",2016,1251,55250,326253,15587,273738,481733,18175,755471,89810,14538,161737,28358,2,7758,251,2,1081,488,2114,3938,8
"5990218",2011,460,28360,114620,9779,124801,86937,12216,211738,22477,6322,58689,12990,1,2579,997,0,412,45,1454,2909,2
"5990218",2012,466,29524,118209,9463,124451,107407,12385,231858,16784,4399,61621,13723,2,2560,742,0,320,13,1075,2152,2
"5990218",2013,466,28778,117614,7487,45400,176275,14181,221675,24053,5167,57598,13200,62,2561,0,0,0,0,0,62,2
"5990219",2011,7941,390777,1791626,102348,1320663,8155164,174851,9475827,334750,65870,873346,177555,1305,41042,3645,1717,2279,1124,10190,20260,46
"5990219",2012,7982,380591,1764540,97789,1353722,8441868,177303,9795590,320110,63071,882905,178984,1217,42155,4893,2451,2885,1363,12132,24941,46
"5990220",2011,351,8475,51964,1858,45230,20088,6064,65318,7704,2156,34370,4189,30,1457,8,4,15,14,41,112,6
"5990220",2012,361,8421,53835,1237,51312,23735,6064,75047,7948,2047,34557,4197,13,1362,0,0,59,6,65,143,7
"5990220",2013,356,9003,56197,1208,49533,22476,6404,72009,8629,2349,37449,4617,27,1479,0,0,61,6,67,161,7
"5990220",2014,356,9667,66152,1653,51901,17839,5703,69740,8452,2226,37997,4849,30,1486,0,0,0,0,0,30,7
"5990220",2015,356,9487,65571,1942,26353,54081,5208,80434,8263,1552,37912,4892,25,1515,8,9,22,15,54,133,7
"5990220",2016,356,8928,57897,1285,49653,169092,7599,218745,6352,1517,32866,4548,2,1406,26,4,23,13,66,134,7
"5990221",2011,947,42305,249819,15075,144444,341156,22467,485600,52603,7855,118101,19722,0,7745,0,413,127,72,612,1224,3
"5990221",2012,955,42221,252674,12319,150313,781656,22859,931969,56956,8454,117528,19750,0,8366,0,874,83,62,940,1959,3
"5990221",2013,956,42616,296972,14806,153392,789552,22662,942944,68719,9050,137365,19647,0,8430,0,972,163,33,1164,2332,3
"5990221",2014,932,39716,251541,14646,150149,821419,23966,971568,57627,8089,118523,18643,0,8049,0,879,268,26,1326,2499,3
"5990221",2015,888,43793,254875,15313,158944,887946,28279,1046890,59418,8721,121907,20206,0,8271,0,936,0,0,1442,2378,3
"5990221",2016,1013,48288,276202,16554,195915,1017337,33947,1213252,62312,9396,125392,22429,0,9847,19,966,93,21,1667,2766,4
"5990223",2011,1278,59016,405097,19101,335216,2211880,30759,2547096,90778,12900,173508,21812,173,9434,587,998,0,0,1585,3343,3
"5990223",2012,1256,59336,413609,17614,164609,2598236,32632,2762845,128094,13240,156113,23300,178,9244,697,1245,81,10,2033,4244,3
"5990223",2013,1289,58673,392979,18249,164279,1640921,34139,1805200,132295,13952,161101,23132,170,10272,803,1281,111,32,2227,4624,3
"5990223",2014,1327,58734,432588,19076,192988,1671522,32596,1864510,106218,14566,194353,22961,220,10793,661,1314,0,0,1975,4170,3
"5990223",2015,1343,57946,439233,18002,187710,1846917,34763,2034627,128560,13915,179500,23833,257,11449,1110,1403,148,18,2679,5615,3
"5990223",2016,1587,67002,475482,20500,257047,2466359,49469,2723406,149288,17159,191666,27185,352,12913,1186,1501,949,27,3663,7678,6
"5990224",2011,947,58993,286240,15224,260172,1411980,26570,1672152,56800,12307,141192,26901,623,7983,583,955,258,31,1827,4277,5
"5990224",2012,952,56612,276674,14988,262240,1362452,26765,1624692,59525,12724,129110,25274,835,7797,733,994,1296,120,2080,6058,5
"5990224",2013,1075,53195,274995,13375,233341,1309102,27710,1542443,63021,12264,128090,23940,567,7377,607,1120,1396,95,2054,5839,5
"5990224",2014,1012,47753,247975,12171,225387,1084026,26525,1309413,57689,10326,115164,20714,217,6370,152,0,43,0,195,607,4
"5990224",2015,865,49931,258110,11729,241230,1047998,25718,1289228,60194,13642,120044,22654,755,6608,602,1090,39,66,1994,4546,4
"5990224",2016,832,48789,250941,11632,208620,1115945,24657,1324565,60868,13267,115818,22372,767,6735,585,1140,63,68,1856,4479,3
"5990225",2013,384,14301,114221,2631,84355,315517,2825,399872,67281,7274,20257,2281,21,2225,0,0,0,0,0,21,1
"5990225",2014,689,21034,190139,3742,136538,344465,4922,481003,119587,9781,43499,5666,20,3323,442,4,83,0,783,1332,3
"5990225",2015,666,20200,198366,4584,142596,345109,5445,487705,103757,12752,69923,6252,33,2861,0,395,0,0,972,1400,3
"5990225",2016,646,20578,203316,4467,145870,311227,5069,457097,73836,10409,44545,6054,25,2873,0,371,0,0,948,1344,3
"5990226",2011,436,4285,99822,327,906,4463,2097,5369,3223,185,77639,3272,5,795,1152,0,0,2,1393,2552,14
"5990226",2012,374,3758,87804,205,1006,4281,2334,5287,1033,78,71969,3020,1,692,1154,0,0,0,1395,2550,13
"5990226",2013,338,3336,77322,218,1005,4078,1592,5083,497,64,62951,2650,2,607,1139,0,9,0,1391,2541,12
"5990227",2011,794,34448,180308,12098,112765,1265930,19414,1378695,45138,8166,64990,13331,93,6291,313,90,565,0,968,2029,5
"5990227",2012,780,33416,174431,12736,123173,1326588,20170,1449761,45872,8287,60300,12469,88,6193,292,79,573,4,948,1984,5
"5990227",2013,649,30065,148290,10616,86683,1160567,17133,1247250,38456,7346,53707,10995,74,5185,193,86,547,2,828,1730,3
"5990227",2014,654,30301,152016,10655,91057,1150657,17120,1241714,40970,7010,57924,11218,70,5272,216,82,593,0,891,1852,3
"5990227",2015,652,30710,146958,10851,105828,1213242,17346,1319070,40038,7560,59266,11606,73,5270,99,77,629,0,805,1683,2
"5990227",2016,683,31059,152275,10341,112768,1286943,18115,1399711,39911,7548,60392,11445,71,5482,63,75,604,10,752,1575,2
"5990230",2011,824,19096,197027,1671,21584,135587,3405,157171,33768,3133,111053,9899,18,2242,887,0,5,0,925,1835,14
"5990230",2012,778,16207,186034,2106,21464,103739,7992,125203,46893,2086,100011,9979,11,1983,0,61,0,0,61,133,12
"5990230",2013,1011,15472,219628,1738,21638,75985,9400,97623,52806,2016,124152,9739,13,2238,124,3,0,0,247,387,16
"5990230",2014,1038,9167,225442,739,0,43129,8529,43129,39415,561,122519,7222,11,2110,395,3,0,0,468,877,15
"5990230",2015,1096,9548,280714,101,0,51405,6347,51405,85499,872,138503,6758,14,2088,122,0,0,6,162,304,16
"5990230",2016,1053,14420,267954,733,0,32202,7101,32202,52442,414,166225,6587,12,2336,55,0,0,0,341,408,15
"5990231",2011,3063,134649,702303,37611,502246,2019075,56271,2521321,163439,31008,324182,57194,335,21110,3326,2241,965,45,6577,13489,16
"5990231",2012,3156,131792,714313,37393,527186,2158073,55472,2685259,162525,30206,321923,55346,325,21737,3256,2442,574,32,6625,13254,17
"5990231",2013,3028,123847,676589,35917,517767,2209788,52522,2727555,162859,30577,311063,54754,313,20452,2861,2772,763,92,6488,13289,17
"5990231",2014,2906,117934,644701,33096,501722,2234737,49034,2736459,152437,27353,293541,52587,356,21328,2591,3169,746,13,6519,13394,17
"5990231",2015,2699,111406,624330,32002,487755,2220764,45981,2708519,135936,22885,271146,47914,280,19908,2234,3523,334,4,6095,12470,14
"5990231",2016,2590,104317,610653,31323,474787,2269227,45058,2744014,162463,37437,260913,49787,184,19442,1661,3999,270,404,6334,12852,14
"5990233",2011,1775,81007,584451,23556,211705,769799,48653,981504,138863,9672,296425,40651,238,7817,619,83,9,0,3058,4007,5
"5990233",2012,1893,84136,597390,26677,229875,751121,45344,980996,122843,12271,307486,40808,383,7850,2879,410,278,74,3495,7519,6
"5990233",2013,1930,83530,549486,26721,229651,631436,45753,861087,105010,10022,265696,34232,284,7971,1700,275,127,0,2767,5153,6
"5990233",2014,1890,80592,590943,25978,225028,667386,50316,892414,131272,14173,302680,37843,284,8197,2074,351,364,225,3679,6977,6
"5990233",2015,1908,82328,605126,26307,226105,657964,50621,884069,139053,15780,320305,40118,412,8524,2138,342,506,149,3803,7350,6
"5990233",2016,1877,83319,608081,27932,242233,656261,48603,898494,137335,16512,321048,41045,360,8824,1662,231,309,0,2935,5497,6
"5990234",2011,1218,45218,335726,20342,163745,1019036,44606,1182781,92220,5844,133789,22746,37,4081,1227,5,322,38,1592,3221,3
"5990234",2012,1220,47381,338998,18329,171299,1025737,45731,1197036,98734,6447,135327,23074,47,4220,1502,74,453,0,2029,4105,3
"5990234",2013,1220,45418,331055,17835,168348,1056886,47099,1225234,105999,6307,132026,22439,47,4266,1623,66,433,1,2123,4293,3
"5990234",2014,1193,44190,327168,17580,175421,1000470,47092,1175891,103321,8656,137501,22525,53,3161,1047,67,421,259,1794,3641,3
"5990234",2015,1320,47643,342946,18388,206590,1106452,53816,1313042,116569,10398,148410,24392,71,3663,1375,106,419,209,2109,4289,4
"5990234",2016,1309,50528,339011,19623,208243,1149806,46849,1358049,110625,10028,157341,25736,75,3586,1421,92,360,201,2074,4223,4
"5990235",2011,2219,126103,577623,25706,467256,2207913,46963,2675169,151484,27532,263037,54297,140,12866,469,129,445,444,2164,3791,18
"5990235",2012,2359,127458,572220,26957,484347,2152749,48577,2637096,183538,36662,251272,52651,156,13113,338,138,448,472,2604,4156,18
"5990235",2013,2462,123063,549759,29201,553390,2494158,44864,3047548,170460,37577,237518,47877,79,13606,1478,132,684,719,3594,6686,18
"5990235",2014,2648,130288,573376,31600,627983,2793964,55336,3421947,181206,40588,253716,50536,113,14677,2529,154,846,282,4320,8244,19
"5990235",2015,2653,137677,579314,33471,651464,3094280,65375,3745744,194453,46147,250483,54352,145,16082,1323,133,1096,931,4300,7928,19
"5990235",2016,2631,138377,590784,32131,656847,2375017,65732,3031864,188299,40158,261049,58209,230,15449,970,130,579,122,2738,4769,19
"5990237",2011,336,7006,40687,1626,63375,173488,3336,236863,6802,1221,22683,3694,18,983,82,12,158,7,259,536,5
"5990237",2012,320,5471,35999,1450,53312,95006,2705,148318,6098,931,20552,2740,17,864,70,3,19,0,93,202,4
"5990237",2013,320,3569,51130,1423,54872,93856,2700,148728,8593,482,30788,2229,17,884,80,6,70,0,156,329,4
"5990237",2014,268,2655,46287,478,24607,44207,1249,68814,7890,321,26907,1670,14,769,6,3,51,21,81,176,3
"5990237",2015,133,1629,9437,287,10129,21363,375,31492,440,140,7329,1053,8,308,4,6,1,5,16,40,2
"5990238",2011,306,2132,90322,513,19961,35490,1100,55451,66110,583,11525,1263,0,503,148,0,95,1,244,488,2
"5990238",2012,69,1486,2494,222,21345,33005,690,54349,424,127,1404,404,14,450,0,0,0,0,0,14,1
"5990238",2013,35,1506,5639,182,5681,23969,895,29650,1212,415,3042,719,8,233,0,0,0,0,0,8,1
"5990240",2011,96,1256,5590,0,10915,99034,0,109949,294,112,4042,862,0,334,6,0,67,7,80,160,6
"5990240",2012,121,1708,8298,16,13484,65459,76,78943,287,102,6982,1284,0,437,4,0,75,17,96,192,7
"5990240",2013,121,1846,8810,19,15217,87351,178,102568,372,138,7098,1271,0,446,2,0,71,24,98,195,7
"5990240",2014,121,1595,7984,29,15459,87887,93,103346,306,116,6799,1163,0,445,2,0,64,24,90,180,7
"5990240",2015,121,1555,8513,20,15563,83868,92,99431,287,102,7495,1141,0,476,1,0,65,14,80,160,7
"5990240",2016,146,1904,10922,13,18922,67192,157,86114,241,93,9392,1386,0,570,1,0,62,26,89,178,8
"5990243",2011,495,23883,109298,6217,104336,161349,5589,265685,10130,2922,66498,14204,42,3107,26,273,49,1,349,740,3
"5990243",2012,495,24007,109330,5933,108463,166803,5634,275266,11545,3076,66162,14684,48,3001,27,64,238,1,330,708,3
"5990243",2013,487,23454,109610,6093,108726,178999,6030,287725,10452,3026,69106,14463,54,3402,29,73,287,1,390,834,3
"5990243",2014,487,24530,104075,6153,83329,196770,6253,280099,11182,2858,62180,13459,63,3450,31,70,271,0,372,807,3
"5990243",2015,487,23788,109541,6693,84618,192447,6361,277065,12633,3124,65125,13793,64,3633,171,74,130,0,375,814,3
"5990243",2016,397,23155,103970,6226,59769,158276,5261,218045,10134,2612,63175,12861,63,3291,107,86,100,0,293,649,2
"5990247",2011,537,26245,122696,6016,103642,471768,8032,575410,21568,5213,63148,11993,16,2770,661,143,202,3,1009,2034,3
"5990247",2012,561,26659,119432,6175,114759,492981,7690,607740,21313,5199,62269,12442,19,3033,582,150,185,2,919,1857,3
"5990247",2013,505,24703,106812,5793,110906,493496,7310,604402,18413,4750,56477,11693,16,2489,559,166,196,1,922,1860,3
"5990247",2014,465,24359,111214,5670,112702,516012,7653,628714,22189,5555,55676,11850,16,2499,521,220,123,307,1171,2358,3
"5990249",2011,828,40736,211826,10102,122114,567973,16809,690087,30641,6898,130509,21786,71,3247,839,79,117,18,1054,2178,3
"5990249",2012,831,42460,217174,9741,127419,577698,16853,705117,25612,5679,134675,22812,63,3221,942,93,83,37,1106,2324,3
"5990249",2013,841,41077,213606,9352,128757,545213,16453,673970,27576,5409,136511,23002,22,3031,595,36,82,251,1410,2396,3
"5990249",2014,857,37933,198096,8773,121738,580069,16396,701807,27328,6018,124867,20777,7,2954,511,86,103,224,1386,2317,3
"5990249",2015,898,37915,206005,8842,127724,622337,16195,750061,31341,6284,130757,21252,23,3058,815,188,162,186,1351,2725,3
"5990249",2016,911,36435,205099,8405,130425,631894,18496,762319,36824,7972,134671,21974,22,3197,726,181,137,311,1355,2732,3
"5990250",2011,359,18781,71726,9335,73513,225626,10447,299139,15092,4523,36660,8692,45,2141,65,33,0,1,392,536,4
"5990250",2012,358,18226,70836,8907,73134,223397,10487,296531,15221,4286,35543,8548,61,2212,50,96,3,2,774,986,4
"5990250",2013,358,18873,73360,9007,73604,220141,11066,293745,14620,4492,36402,9136,72,2227,582,78,0,2,662,1396,4
"5990250",2014,348,18963,72047,9313,81425,137251,11087,218676,17424,4446,36752,9103,77,2480,129,96,276,89,590,1257,4
"5990250",2015,347,19626,75827,9449,87078,141488,11259,228566,15987,4414,40011,9777,5,2556,129,126,275,89,619,1243,4
"5990250",2016,339,20513,77443,10065,90641,159945,11366,250586,16046,4572,40575,10183,98,2988,103,153,320,111,687,1472,4
"5990251",2011,1185,56869,328760,18079,120625,976367,21419,1096992,88998,16887,111698,18320,2002,10786,151,372,1446,0,1969,5940,2
"5990251",2012,1180,56170,339195,18205,122499,1148227,22604,1270726,88257,14396,123912,19267,1826,11025,101,1792,165,7,2065,5956,2
"5990251",2013,1193,56592,343148,17941,118280,1366867,23881,1485147,87273,14642,130182,19888,1808,11438,145,1808,185,0,2138,6084,2
"5990251",2014,1198,57024,353270,17687,117977,1475542,23819,1593519,97669,16194,133764,19975,1846,11526,233,1846,80,0,2159,6164,2
"5990251",2015,1267,58211,357886,15958,125327,1538825,25000,1664152,101045,17508,136639,20291,2057,12664,50,2188,86,4,2328,6713,2
"5990251",2016,1277,61089,387014,16665,131439,1608216,26563,1739655,112740,19792,142591,20346,1550,12797,55,1843,111,8,2017,5584,2
"5990252",2011,2007,95064,463438,28783,349065,1608803,50957,1957868,78084,15441,277980,53299,135,8882,970,198,354,699,2221,4577,9
"5990252",2012,2081,93626,446956,25867,362972,1606454,55477,1969425,75034,16175,265007,51650,148,9492,1553,204,439,178,2374,4896,9
"5990252",2013,2020,91829,445038,26484,356093,1600303,54773,1956396,76123,12814,266525,51738,159,9296,1636,255,499,62,2452,5063,9
"5990252",2014,2447,98219,455454,26820,394926,1678992,55488,2073918,80266,15248,273360,52591,167,11173,1423,215,551,110,2299,4765,10
"5990252",2015,2195,99900,490462,27187,404000,1819358,59203,2223358,93982,18772,297579,57504,145,10199,1325,192,553,105,2175,4495,10
"5990252",2016,2250,102748,500097,28116,497820,1779213,59012,2277033,107817,21001,286306,56858,160,10734,1641,239,668,112,2660,5480,12
"5990253",2011,550,13659,135549,3448,88418,170779,5768,259197,53670,4165,41263,6345,45,1671,191,57,179,0,427,899,2
"5990253",2012,383,13557,139390,3363,81703,187116,8048,268819,62352,2877,46055,6351,66,1713,127,72,103,0,268,636,2
"5990253",2013,534,14070,143313,3542,84698,194882,8455,279580,65027,2440,48444,6936,70,1724,176,97,134,0,407,884,2
"5990253",2014,509,13281,142374,3505,83383,215154,7929,298537,60367,1895,47318,6522,81,1626,147,129,91,0,367,815,2
"5990253",2015,572,13799,142985,3389,81842,230936,7840,312778,64638,2028,45655,6517,92,1483,221,118,90,0,429,950,2
"5990253",2016,572,14090,151369,3521,84066,238349,7994,322415,61267,3109,42886,6366,94,1504,178,124,71,0,373,840,2
"5990254",2011,909,46713,240848,9479,105674,204421,19161,310095,42176,9592,108162,18359,3,4540,435,178,91,0,704,1411,3
"5990254",2012,909,50064,253264,10009,113776,381622,19259,495398,47681,10382,90998,15365,14,4669,633,193,154,2,982,1978,3
"5990254",2013,961,51397,261531,10018,125990,383047,19592,509037,50889,11322,86169,14235,15,4662,647,185,147,3,982,1979,3
"5990254",2014,989,49352,258813,10082,128946,389838,19090,518784,48727,10874,89291,14115,18,4983,587,240,113,5,945,1908,3
"5990254",2015,1000,50654,254946,10490,133568,372393,17600,505961,54481,11807,102517,15675,18,5138,527,308,153,7,995,2008,3
"5990254",2016,1466,70077,368371,13849,195471,530597,24216,726068,79011,14729,145741,24554,73,7297,760,339,241,3,1343,2759,6
"5990256",2011,1426,53973,380107,18298,114660,253756,15513,368416,36660,6746,163474,22656,0,5964,144,3230,136,373,3883,7766,5
"5990256",2012,1645,66725,471385,23844,152304,437926,20879,590230,44006,6716,200242,30067,3,7038,553,2920,119,15,4379,7989,6
"5990256",2013,1663,67066,440487,23653,153172,436573,18480,589745,43313,6768,217712,31914,0,6938,968,0,3208,0,4176,8352,5
"5990256",2014,1371,64489,377741,23254,155993,363391,18122,519384,50784,9371,175250,29694,0,6966,885,0,2783,0,3668,7336,4
"5990256",2015,1437,69093,400034,23494,164679,401949,18294,566628,52879,9821,196657,32630,0,7159,895,0,3036,0,3931,7862,5
"5990256",2016,1989,96368,535953,28665,227933,748361,28939,976294,81075,15386,255282,44513,72,9912,1328,0,3659,0,4987,10046,8
"5990257",2011,1393,69921,353949,16437,262446,472966,27853,735412,29399,7265,212030,36775,10,5314,302,13,78,553,2881,3837,5
"5990257",2012,1360,67263,352522,14955,267839,417232,25976,685071,30826,6965,211501,35380,15,5379,217,14,67,0,2951,3264,5
"5990257",2013,1347,64336,337041,15326,260173,431614,25619,691787,28297,6605,203941,34087,15,5539,1200,88,244,0,3073,4620,5
"5990257",2014,1407,63408,332624,15979,264937,424547,24902,689484,43825,9257,205071,34303,18,5692,1640,101,367,0,3116,5242,5
"5990258",2011,1271,53852,251240,15438,195015,740011,36536,935026,49503,7465,127196,26029,17,5829,1029,248,1601,0,2878,5773,5
