"System_ID","Year","Total_hospital_beds","Admissions","Inpatient_Days","Surgical_operations_inpatient","Emergency_room_visits","Other_outpatient_visits_non_ER","Surgical_operations_outpatient","Total_outpatient_visits","Total_Medicaid_days","Total_Medicaid_discharges","Total_Medicare_days","Total_Medicare_discharges","Physicians_and_dentists_FT","Total_personnel_FT","Total_Physicians_NE","Total_Physicians_TE","Total_Physicians_TG","Total_Physicians_TC","Total_Physicians_TP","All_Physicians","Hospitals"
"5990258",2012,1175,53417,224118,17936,218526,728058,36161,946584,30853,7980,124083,26632,0,5083,221,26,92,0,3474,3813,6
"5990258",2013,1144,53837,236826,13609,247457,716991,27985,964448,38786,9266,128792,27027,0,5363,0,0,0,0,2172,2172,6
"5990258",2014,1155,54319,236105,13720,267773,725278,29248,993051,51715,13159,132376,27886,0,5557,0,0,0,0,2605,2605,6
"5990258",2015,1156,56509,240116,13956,297862,755198,29770,1053060,51884,12619,133559,29308,0,5930,0,0,0,0,2815,2815,6
"5990258",2016,1226,60946,254215,14993,316511,820535,31630,1137046,54992,13879,140224,31846,0,5665,0,0,0,0,2912,2912,6
"5990261",2011,243,8766,24429,6261,21093,89599,38539,110692,733,325,13154,3895,2,984,490,2,97,0,810,1401,12
"5990261",2012,224,9131,25471,5917,17368,105378,34005,122746,679,295,13523,4206,6,1025,552,3,276,1,832,1670,11
"5990261",2013,243,8748,24187,5942,20925,133417,34459,154342,684,266,13293,3983,10,1156,449,0,115,28,592,1194,11
"5990261",2014,296,10312,29069,7658,25939,129511,40140,155450,879,357,16303,4915,15,1370,422,20,154,187,783,1581,13
"5990261",2015,296,9503,29850,7399,21994,135820,36549,157814,1593,351,16651,4709,12,1387,456,2,188,113,759,1530,13
"5990261",2016,289,10240,29906,9366,23924,153367,46064,177291,1720,401,16675,5085,22,1586,519,16,254,131,920,1862,13
"5990264",2011,490,18024,92260,4686,71672,124623,13519,196295,15430,3255,51501,9550,85,1744,0,111,11,78,200,485,2
"5990266",2011,512,28632,159171,6274,124797,978343,17046,1103140,27361,4769,87018,14264,190,3412,99,213,32,420,934,1888,4
"5990266",2012,526,29490,163348,6379,132703,993658,15444,1126361,28497,5148,90817,14736,281,4014,90,320,30,417,857,1995,4
"5990266",2013,537,29993,169969,5999,146071,1035985,13518,1182056,32422,5346,93075,14947,206,3722,333,330,34,63,760,1726,4
"5990266",2014,547,29276,167410,6063,154020,1095105,14170,1249125,32439,5470,94214,14997,219,3993,343,331,54,58,786,1791,4
"5990266",2015,476,28131,160447,7451,147464,1200402,18681,1347866,31558,5182,88582,14687,229,3925,472,255,165,9,901,2031,4
"5990266",2016,483,27524,154383,7273,151592,1236675,19113,1388267,31750,5182,83566,14202,238,4018,380,276,226,16,898,2034,4
"5990268",2011,1143,52061,311925,13613,174250,380137,19820,554387,53218,8408,161311,25319,15,4819,1723,2,326,15,2066,4147,4
"5990268",2012,1125,51119,302758,12778,182872,388374,19175,571246,57689,6927,142737,23256,14,4736,1663,19,306,16,2004,4022,4
"5990268",2013,1460,64432,388431,16230,191199,1159081,20273,1350280,98778,12023,169277,27793,58,6311,1699,20,417,23,2159,4376,5
"5990268",2014,1110,49188,317167,13066,180412,437718,14736,618130,82228,8917,139063,22165,41,5584,1688,25,329,21,2063,4167,4
"5990270",2011,203,10540,52250,2227,74297,381666,6728,455963,10054,2122,29561,5207,28,1103,436,92,204,110,842,1712,2
"5990270",2012,203,10117,54432,1918,72225,391916,6927,464141,10845,2223,32076,5192,18,1087,384,90,236,110,820,1658,2
"5990270",2013,203,10695,55434,1918,65596,342059,6519,407655,10614,2404,30860,5443,19,1070,420,70,206,154,850,1719,2
"5990270",2014,203,10183,51611,1765,62392,371616,6481,434008,12457,2494,29018,5199,14,1030,432,68,250,84,834,1682,2
"5990270",2015,203,10185,49440,2085,91244,364803,6019,456047,10839,1988,25101,5050,24,1024,0,0,0,0,0,24,2
"5990271",2011,365,19284,97514,4648,110331,633420,6904,743751,19319,3674,55072,9666,134,2509,111,154,0,0,265,664,2
"5990271",2012,438,21308,112217,5195,115857,645176,6136,761033,21718,4208,64367,10833,136,2702,133,164,0,0,297,730,2
"5990271",2013,433,20552,112043,4875,106652,707814,6048,814466,22040,3945,61947,10257,143,2750,107,179,0,0,286,715,2
"5990271",2014,421,18806,104873,4834,98667,704795,6365,803462,21028,3513,57639,9281,139,2776,170,211,0,0,381,901,2
"5990271",2015,421,18858,101526,4742,104045,720130,6528,824175,19694,3285,54256,9373,136,2843,190,184,0,0,374,884,2
"5990271",2016,487,20222,102050,4753,114896,794425,7375,909321,20808,3767,51644,9628,143,3164,286,189,6,22,503,1149,3
"5990278",2011,1086,45091,210302,10142,152585,643881,16319,796466,45631,7813,91439,17752,80,3831,847,891,382,966,3096,6262,10
"5990280",2011,1141,2839,362910,26,1626,39976,92,41602,0,0,0,0,17,2014,0,0,0,0,0,17,4
"5990280",2012,804,4118,243839,347,0,35018,2027,35018,10349,274,20811,1182,28,1643,42,45,69,36,192,412,4
"5990280",2013,791,4297,217157,461,0,40541,2841,40541,9263,272,20581,1209,28,1545,41,45,59,40,185,398,4
"5990280",2014,791,4716,206300,845,1,42543,3427,42544,109973,1014,44163,1974,32,1763,41,45,59,40,185,402,4
"5990280",2015,801,5259,252960,357,1,36478,2488,36479,96361,826,101487,3129,25,1741,0,0,0,0,0,25,4
"5990280",2016,801,4067,247122,391,1,28988,1963,28989,128864,507,66893,2446,36,1481,0,0,0,0,0,36,4
"5990281",2011,377,18027,80008,6951,70790,138772,5171,209562,22938,5438,29061,5534,40,1798,164,71,84,4,323,686,2
"5990281",2012,377,18075,76620,6644,69115,148324,5146,217439,19255,4593,26593,5620,61,1916,187,67,82,4,340,741,2
"5990281",2013,377,18238,80553,6607,68138,96434,4662,164572,20169,5212,26911,5628,6,1742,166,94,132,39,431,868,2
"5990281",2014,377,19404,78923,6628,70155,98614,4698,168769,18772,5695,28002,5989,77,2256,160,91,85,11,347,771,2
"5990281",2015,377,18927,84545,3609,43606,138909,6612,182515,18427,4138,40373,8542,49,2328,0,0,52,57,109,267,2
"5990281",2016,377,18224,84202,3574,47331,144433,7038,191764,18524,3878,39821,8251,66,2434,0,0,0,0,0,66,2
"5990283",2011,104,4382,12502,743,34333,57501,2752,91834,2061,916,7572,2281,5,426,0,0,0,0,0,5,3
"5990283",2012,68,2758,7802,264,12008,19176,1129,31184,733,378,5102,1507,4,248,0,0,0,0,0,4,2
"5990283",2013,65,2428,8230,229,12133,18021,1041,30154,620,282,5124,1302,3,260,0,0,0,0,0,3,2
"5990283",2014,65,2307,7636,296,16928,15425,945,32353,1055,440,5008,1298,2,196,0,0,0,0,0,2,2
"5990283",2015,65,2383,8589,207,17111,12044,794,29155,1554,502,5202,1311,2,197,0,0,0,0,0,2,2
"5990283",2016,65,2453,8955,394,12476,18765,1490,31241,1365,417,5334,1224,2,195,0,0,0,0,0,2,2
"5990284",2011,392,19638,97676,2572,49970,233715,4608,283685,20300,3664,47754,8878,43,1793,0,0,0,0,0,43,2
"5990284",2012,391,19330,95478,2483,52944,247472,4380,300416,19658,3544,46642,8855,44,1855,0,0,0,0,0,44,2
"5990284",2013,604,27331,130500,4315,100039,255539,6967,355578,31042,6313,68338,12950,46,2401,0,24,0,12,192,274,3
"5990284",2014,524,26582,132948,3982,80535,299090,7122,379625,29341,5495,64949,12066,47,2360,0,0,0,0,0,47,3
"5990284",2015,605,26858,132952,3789,89349,340300,6831,429649,30479,5770,64664,12192,53,2435,0,0,0,0,0,53,3
"5990284",2016,584,24652,127607,3913,75489,219740,6093,295229,59934,12424,44620,7806,12,2236,208,215,46,18,487,986,3
"5990286",2011,37,143,283,143,539,547,547,1086,0,0,33,20,0,68,0,1,14,20,35,70,1
"5990288",2011,623,19877,138987,5284,106728,564693,13112,671421,33930,4947,77636,10408,65,2814,191,18,245,3,457,979,3
"5990288",2012,600,20239,138002,5407,109353,842916,12535,952269,32249,4866,77616,10670,21,2865,200,11,103,131,445,911,3
"5990288",2013,619,19794,143566,4954,78269,1215721,13276,1293990,48128,4815,70348,10801,182,3456,195,40,280,7,522,1226,3
"5990288",2014,628,19112,141788,5047,78675,1234173,13585,1312848,43980,4636,77678,10151,170,3372,207,13,271,4,495,1160,3
"5990288",2015,629,20322,137876,4818,81823,1344435,13716,1426258,47521,4609,70908,10000,170,3424,189,10,276,13,488,1146,3
"5990288",2016,627,18833,134473,4701,79853,1387679,15391,1467532,39800,3769,50961,8103,182,3638,181,12,285,11,489,1160,3
"5990293",2011,538,29029,139383,6365,102730,241776,4281,344506,24045,4965,71683,12434,64,2852,0,0,0,0,0,64,1
"5990293",2012,534,30327,142973,6478,133675,180220,4189,313895,24502,5196,68165,12722,71,2781,6,203,75,172,842,1369,1
"5990293",2013,534,30043,136731,6906,133472,182228,4362,315700,22810,4876,64576,12610,75,2818,0,0,0,0,842,917,1
"5990293",2014,540,29750,137810,6990,129215,187306,4386,316521,32795,6888,67658,12919,42,2822,243,153,108,0,504,1050,1
"5990297",2011,449,21628,102650,9557,78147,273285,6322,351432,21156,4059,50159,9727,74,2640,0,0,0,0,0,74,2
"5990297",2012,494,24787,113150,10455,93626,204627,6962,298253,27602,5136,52632,8694,79,2440,0,0,0,0,0,79,2
"5990297",2013,494,25482,111816,9801,95781,194157,8072,289938,22194,4927,47628,7912,89,2562,0,0,0,0,0,89,2
"5990297",2014,419,24803,118948,9786,97907,201559,7855,299466,27433,5988,48357,8199,53,2371,1138,264,86,0,1488,3029,2
"5990297",2015,419,24265,118085,8364,104671,198365,8169,303036,29775,6656,51536,8080,53,2400,1228,252,66,0,1546,3145,2
"5990297",2016,411,21161,103199,7727,112912,207357,8201,320269,29673,6339,43727,6781,61,2415,1094,354,62,0,1510,3081,2
"5990298",2011,308,18661,81771,3941,66191,212350,9598,278541,8528,2468,44604,8471,0,1421,548,100,155,0,803,1606,2
"5990298",2012,308,18521,79157,3768,66668,215327,9544,281995,8252,2416,43805,8617,0,1365,541,149,109,0,799,1598,2
"5990298",2013,308,16873,69927,3667,62949,172112,9011,235061,7472,2140,37711,7949,16,1334,521,222,108,0,851,1718,2
"5990298",2014,302,15945,70083,3529,59608,169199,8698,228807,9644,2199,34522,7147,19,1254,521,264,113,0,898,1815,2
"5990298",2015,275,15166,65417,3332,58554,179221,8563,237775,10054,2461,37803,7535,47,1331,571,255,170,0,996,2039,2
"5990298",2016,270,14977,64760,3393,59724,296341,8548,356065,10754,2591,37102,7505,53,1477,616,320,202,0,1138,2329,2
"5990299",2011,859,20268,201900,190,0,124637,502,124637,22340,2430,130757,11617,18,2322,131,0,0,0,131,280,13
"5990299",2012,1028,13445,237449,38,0,117321,1442,117321,24558,1035,171043,9615,6,2339,550,4,40,14,841,1455,16
"5990299",2013,1827,21001,383311,76,0,99446,5513,99446,46307,1633,266096,14335,29,4268,499,16,207,60,913,1724,25
"5990299",2014,1780,22522,420859,62,0,90522,6174,90522,53567,1753,277250,15074,25,4354,843,40,146,111,1136,2301,26
"5990299",2015,1855,21508,425154,62,0,111024,3657,111024,62315,2155,275497,14427,12,4148,812,68,203,54,1245,2394,28
"5990299",2016,1833,21513,409943,92,0,198357,4216,198357,61688,1616,264499,14592,13,4197,491,19,236,43,918,1720,28
"5990300",2011,246,5280,58829,1095,32813,68798,3219,101611,21554,491,23387,3573,15,804,225,44,54,1,324,663,2
"5990300",2012,241,5678,59709,1226,31415,66916,3471,98331,22380,666,19074,1442,15,747,199,36,106,2,343,701,2
"5990300",2013,241,5413,67462,586,25981,81081,3380,107062,23926,514,20088,3453,19,659,155,50,84,0,289,597,2
"5990300",2014,243,5076,60596,954,28560,79644,2998,108204,25408,852,22808,3064,10,641,266,4,152,0,422,854,2
"5990300",2015,250,5437,62627,1105,29234,78365,2763,107599,25455,995,22697,2774,9,668,0,16,208,177,401,811,2
"5990301",2011,140,2488,36831,0,0,54164,0,54164,7617,417,20181,1492,3,504,65,0,0,0,65,133,2
"5990302",2011,1118,54135,280118,15541,161003,281367,23885,442370,25681,5204,146828,22598,3,4876,2409,26,715,478,3628,7259,6
"5990305",2011,1370,51660,293681,14816,265442,461314,24765,726757,77234,9518,131153,23794,130,5318,1277,279,147,69,1772,3674,8
"5990305",2012,1321,50483,284380,13582,238775,366759,25799,605534,74866,8998,121230,23109,157,5717,1430,291,215,81,2198,4372,8
"5990305",2013,1299,49299,282469,13315,227926,365964,27225,593890,71631,8596,122899,21944,91,6297,695,232,98,28,1238,2382,8
"5990305",2014,1310,47222,281571,11790,237526,354674,26711,592200,71184,8516,120041,20687,115,5498,685,220,47,20,1074,2161,8
"5990305",2015,1386,49568,290461,12683,226824,304450,27693,531274,69960,8961,129478,21848,59,4070,636,284,86,100,1329,2494,8
"5990305",2016,1412,50244,292342,13477,232058,292433,30140,524491,68674,9227,133284,22878,58,4254,516,273,89,39,1161,2136,8
"5990307",2011,597,29579,147450,6373,106762,409666,21646,516428,19637,4680,84923,14418,3,2249,0,0,0,0,0,3,3
"5990307",2012,597,27871,138856,6872,106840,467217,21894,574057,18682,4705,79432,13313,0,2202,0,0,0,0,0,0,3
"5990307",2013,697,27032,169281,8734,112147,443248,18974,555395,30560,4640,87828,12333,17,2242,0,0,0,0,0,17,3
"5990307",2014,597,28048,133842,7693,105357,422632,22330,527989,24454,4927,71518,13770,20,2299,275,431,91,0,797,1614,3
"5990307",2015,597,29474,143438,7936,112191,421534,18235,533725,22728,5785,80322,15309,0,2293,638,210,220,14,1082,2164,3
"5990307",2016,675,36852,162715,10956,140450,460392,27265,600842,25733,6720,98370,19131,4,2780,902,141,247,13,1303,2610,4
"5990308",2012,287,8454,69118,1876,54059,106092,4883,160151,15803,2011,33051,3758,11,1174,73,49,44,0,166,343,2
"5990309",2011,483,25128,120958,7162,85149,349109,13462,434258,24944,4552,58188,11439,58,2580,0,0,0,0,0,58,2
"5990309",2012,504,24547,113650,22429,102280,436736,14694,539016,24025,4680,53882,11077,59,2599,0,0,0,0,0,59,2
"5990309",2013,452,22747,106029,6432,101464,20234,13000,121698,22000,4038,52178,10641,59,2532,0,0,0,0,0,59,2
"5990309",2014,452,22895,100713,5694,24564,95285,11851,119849,21671,4389,49769,10760,60,2555,0,0,0,0,0,60,2
"5990309",2015,450,21970,95884,5308,24977,96454,11421,121431,22144,4469,47260,10407,64,2558,0,0,0,0,0,64,2
"5990309",2016,450,21421,90483,7242,98902,497993,13445,596895,21293,4387,43736,10120,69,2592,0,0,0,0,0,69,2
"5990310",2011,1109,58049,296195,17571,217365,558114,32854,775479,47624,7562,129735,24583,80,5479,273,0,112,0,690,1155,5
"5990310",2012,1112,55975,294890,17140,178036,532510,27878,710546,42814,7307,136775,24692,120,5596,91,0,46,0,489,746,5
"5990310",2013,1054,59767,287917,22157,230098,467408,28046,697506,28725,4123,140959,25636,88,5744,728,132,61,107,1165,2281,5
"5990310",2014,1078,62751,300017,22237,263038,480340,24830,743378,30439,5826,151223,24089,129,5819,1695,310,263,3,2284,4684,5
"5990310",2015,1187,68061,307994,23404,292286,759153,28827,1051439,40325,9453,157660,31961,38,5973,1031,287,219,0,1673,3248,6
"5990310",2016,2245,114432,589614,35529,529787,1284677,53997,1814464,100088,17038,296288,54789,136,11785,1725,387,405,0,2670,5323,10
"5990311",2011,614,24606,121272,4781,112790,242608,9037,355398,22541,3827,57563,12808,4,1581,593,147,265,16,1021,2046,5
"5990311",2012,581,22111,112260,4662,115329,244102,9047,359431,23147,3548,51742,11387,3,1452,621,169,282,0,1117,2192,5
"5990311",2013,572,22210,112015,4514,112586,217477,8645,330063,24819,3369,49425,11108,3,1536,557,174,316,0,1047,2097,5
"5990311",2014,620,23727,109754,4342,112103,248419,9376,360522,25835,3689,48080,10773,3,1524,446,131,328,4,909,1821,5
"5990311",2015,620,24124,110419,4291,119679,249442,9263,369121,27013,4311,49345,11242,3,1273,407,178,340,6,931,1865,5
"5990311",2016,636,23991,113772,4592,115807,255549,9405,371356,27525,4612,49359,11235,0,1314,412,209,323,17,961,1922,5
"5990312",2011,1080,55629,266124,10894,95108,161865,17608,256973,72189,16130,125039,22076,33,4065,186,0,5,8,738,970,7
"5990312",2012,1164,55423,257320,10160,101753,157052,15378,258805,67872,14654,125315,22716,45,4163,186,0,5,8,599,843,7
"5990312",2013,1149,54908,257963,10893,124933,130734,15036,255667,75900,15299,129557,22301,40,3970,622,0,81,8,892,1643,7
"5990312",2014,1149,54590,256427,9466,114274,143935,16280,258209,63170,13542,123382,23899,53,4031,0,0,0,0,212,265,7
"5990312",2015,1153,58967,277204,11070,157610,150762,13552,308372,78880,16030,120769,21996,44,4107,526,0,57,0,956,1583,7
"5990312",2016,1153,59292,282174,9202,125972,202141,15932,328113,79023,16300,132359,25522,54,4212,0,0,0,0,386,440,7
"5990313",2011,639,29982,144849,7572,86423,489897,5690,576320,25627,5988,77003,14528,62,3135,620,124,44,21,809,1680,3
"5990313",2012,621,30624,145052,8653,95754,501433,5348,597187,22313,4176,76545,14863,65,3204,681,139,13,20,1494,2412,3
"5990313",2013,587,27657,134077,8450,100897,493824,5272,594721,21941,3885,73340,13804,65,3198,746,164,429,26,1365,2795,3
"5990313",2014,582,29453,141222,9318,102144,520828,5444,622972,24102,4221,79287,14961,80,3252,584,230,482,30,1326,2732,3
"5990313",2015,604,33013,157566,9899,107048,582793,6250,689841,27907,4929,89548,17653,84,3437,894,191,464,26,1575,3234,3
"5990313",2016,684,32833,163554,10787,116780,622817,8076,739597,39069,5148,81020,16878,104,3781,916,251,611,51,1829,3762,4
"5990314",2011,612,23541,127101,5315,117133,726738,13750,843871,34370,6016,61479,9717,15,3745,107,4,48,10,483,667,4
"5990314",2012,612,23698,130153,6103,157304,717355,11658,874659,30465,4727,57191,10093,100,3802,0,0,0,0,0,100,4
"5990314",2013,587,24418,132934,4523,125049,978283,10848,1103332,39381,7537,64019,11103,12,3357,18,0,70,3,418,521,3
"5990314",2014,692,22697,148343,5225,123205,882219,12559,1005424,47150,7129,70031,10406,22,3262,0,0,0,0,349,371,4
"5990314",2015,693,23831,146021,6214,148825,1100632,14656,1249457,46368,6576,73368,11445,22,3120,18,60,75,18,523,716,4
"5990314",2016,611,23835,132579,5191,120005,1158969,13974,1278974,35381,6231,67346,11559,23,3138,0,0,0,0,341,364,4
"5990315",2011,1898,92870,430930,27548,261233,871553,55927,1132786,51311,12544,240720,43353,83,8340,1291,272,243,375,2181,4445,7
"5990315",2012,2153,95432,454562,28754,280934,1037820,59913,1318754,62560,15380,257154,45210,105,10013,1009,446,352,457,2242,4611,10
"5990315",2013,2119,98504,460626,27423,260244,1106431,60450,1366675,71968,15480,252681,47339,289,9856,1496,374,301,101,2272,4833,9
"5990315",2014,2013,92373,431095,28954,292740,1286922,70653,1579662,76029,17114,246349,45411,118,8911,1282,504,434,46,2266,4650,8
"5990315",2015,2031,92691,444191,28242,318989,1384985,70266,1703974,75891,18972,265588,47602,45,9376,1548,500,572,48,2668,5381,8
"5990315",2016,2212,106467,493864,32706,367122,2154603,82759,2521725,90898,22699,300075,54503,146,11405,1550,651,663,52,2916,5978,9
"5990317",2011,991,23470,197504,4225,193912,589069,23634,782981,64204,3185,74835,13163,83,3727,467,85,325,47,940,1947,19
"5990317",2012,1000,21458,193229,3588,206293,568716,23845,775009,72905,2946,70647,12383,119,3803,338,93,537,76,1000,2163,18
"5990317",2013,1017,21403,204351,4467,189063,660169,25585,849232,61211,2972,73432,12271,132,4049,239,111,353,61,839,1735,18
"5990317",2014,992,19208,176681,4844,177369,692618,24524,869987,56408,3330,59142,10162,110,3905,154,93,325,27,674,1383,17
"5990317",2015,735,16358,132409,3915,177143,721616,21354,898759,30754,2308,47225,9482,112,3570,92,54,310,26,613,1207,15
"5990317",2016,479,9318,88354,2360,98001,615367,13663,713368,18179,1268,22433,4558,78,2359,43,48,203,18,312,702,10
"5990318",2011,599,29779,160696,9178,71446,258258,10482,329704,40123,7580,82010,14034,94,3377,0,0,0,0,908,1002,2
"5990318",2012,671,32967,175645,9781,96114,315708,13581,411822,44959,8486,88341,15666,115,3942,27,5,0,0,929,1076,3
"5990318",2013,642,30370,162274,8631,81062,239277,10856,320339,41670,7956,83789,14693,144,4217,0,240,0,0,918,1302,2
"5990318",2014,642,29254,154103,7751,81761,224572,10448,306333,39997,7975,80863,14129,147,3799,557,280,66,3,906,1959,2
"5990320",2011,129,5357,28398,1695,32541,198715,10371,231256,2686,810,20261,3250,39,755,19,43,104,0,166,371,2
"5990320",2012,113,5803,28949,1531,32183,234613,10627,266796,2716,650,20831,3207,43,888,20,49,90,0,159,361,2
"5990320",2013,113,5242,28612,1560,35687,233031,9216,268718,1947,402,23034,3322,38,890,0,61,108,0,169,376,2
"5990320",2014,123,5834,32679,1615,32597,231277,9108,263874,4186,789,23532,3593,46,930,0,65,118,0,183,412,2
"5990320",2015,123,5810,31363,1711,34323,237673,9293,271996,4581,838,22503,3612,46,932,0,55,132,0,187,420,2
"5990320",2016,119,5171,26450,1664,35780,211811,5306,247591,4790,844,18091,3484,48,937,0,77,154,0,231,510,2
"5990322",2011,160,8211,23147,7197,9383,82797,31818,92180,273,89,5420,1793,0,1041,962,0,0,22,984,1968,7
"5990322",2012,159,8362,22908,6494,8048,125855,44230,133903,460,156,4792,1724,2,1242,1008,3,433,11,1455,2912,7
